,IdJuego,categories
9315,481870,Single-player;Online Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards
9316,481950,Single-player
9317,482120,Single-player;Steam Achievements;Steam Trading Cards
9318,482210,Single-player;Steam Leaderboards
9319,482300,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9320,482330,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9321,482390,Single-player;Full controller support
9322,482440,Single-player;Full controller support
9323,482450,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards
9324,482460,Multi-player;Online Multi-Player;Partial Controller Support
9325,482890,Single-player;Steam Trading Cards
9326,482920,Single-player;MMO;Cross-Platform Multiplayer;In-App Purchases
9327,482990,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9328,483420,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9329,483490,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
9330,483680,Single-player
9331,483770,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
9332,483820,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
9333,483850,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;Steam Cloud
9334,483950,Partial Controller Support
9335,483960,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9336,483970,Single-player
9337,483980,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9338,484350,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Leaderboards
9339,484390,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Includes level editor
9340,484830,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9341,484890,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards
9342,484900,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9343,484930,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards
9344,484950,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud
9345,484990,Single-player;Steam Achievements;Steam Cloud
9346,485000,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;In-App Purchases
9347,485030,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9348,485040,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9349,485080,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Includes level editor
9350,485110,Single-player
9351,485120,Single-player;Local Multi-Player;Shared/Split Screen;Full controller support;Steam Leaderboards
9352,485160,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9353,485220,Single-player;Steam Achievements;Steam Trading Cards
9354,485230,Single-player
9355,485240,Single-player;Full controller support
9356,485260,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9357,485270,Single-player
9358,485290,Single-player;Steam Trading Cards
9359,485310,Multi-player;Steam Achievements;Steam Trading Cards;Stats
9360,485330,Single-player;Steam Trading Cards
9361,485340,Single-player;Steam Trading Cards
9362,485350,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9363,485360,Single-player;Steam Achievements;Steam Trading Cards;Captions available
9364,485370,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
9365,485380,Single-player
9366,485390,Single-player;Steam Achievements;Steam Trading Cards
9367,485410,Single-player;Steam Trading Cards
9368,485420,Single-player;Steam Trading Cards
9369,485430,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support
9370,485440,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9371,485450,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
9372,485460,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Stats;Steam Leaderboards
9373,485490,Single-player;Steam Trading Cards;Steam Cloud
9374,485500,Single-player;Steam Trading Cards;Partial Controller Support
9375,485510,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
9376,485560,Single-player;Steam Trading Cards
9377,485570,Single-player;Steam Trading Cards
9378,485580,Single-player;Steam Trading Cards
9379,485600,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9380,485610,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases
9381,485620,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards
9382,485640,Single-player;Full controller support;Steam Trading Cards;Steam Cloud
9383,485650,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards
9384,485660,Single-player;Full controller support;Steam Trading Cards;Steam Cloud
9385,485670,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor
9386,485680,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
9387,485690,Single-player;Steam Achievements;Steam Trading Cards
9388,485730,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
9389,485740,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
9390,485750,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
9391,485760,Single-player;In-App Purchases;Steam Leaderboards
9392,485790,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9393,485800,Single-player;Steam Achievements
9394,485820,Single-player;Steam Trading Cards
9395,485830,Single-player;Steam Trading Cards;Partial Controller Support
9396,485860,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9397,485870,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards
9398,485880,Single-player
9399,485890,Single-player;Steam Achievements;Steam Trading Cards
9400,485900,Single-player;Steam Achievements;Steam Workshop;Steam Leaderboards;Includes level editor
9401,485920,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9402,485950,Single-player;Steam Trading Cards
9403,485970,Single-player;Steam Achievements;Includes level editor
9404,485980,Single-player;Steam Achievements;Steam Trading Cards
9405,486020,Single-player
9406,486120,Single-player;Steam Achievements;Steam Trading Cards
9407,486130,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards
9408,486140,Single-player
9409,486150,Single-player;Full controller support
9410,486170,Single-player;Steam Trading Cards
9411,486230,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9412,486290,Single-player;Steam Achievements
9413,486300,Single-player
9414,486310,Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9415,486320,Single-player
9416,486350,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support
9417,486360,Single-player;Steam Trading Cards
9418,486370,Single-player;Full controller support;Steam Leaderboards
9419,486380,Single-player;Steam Achievements;Steam Trading Cards
9420,486430,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9421,486440,Single-player
9422,486460,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases
9423,486470,Single-player;Steam Achievements;Full controller support
9424,486480,Single-player;Steam Trading Cards
9425,486490,Single-player;Partial Controller Support
9426,486500,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support
9427,486510,Single-player;Online Multi-Player;Online Co-op;Steam Achievements
9428,486550,Single-player;Steam Achievements;Steam Trading Cards
9429,486630,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9430,486640,Single-player;Steam Achievements;Steam Trading Cards
9431,486650,Single-player
9432,486660,Single-player;Full controller support;Steam Trading Cards
9433,486690,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats
9434,486720,Single-player;Steam Achievements;Steam Trading Cards
9435,486760,Single-player;Partial Controller Support
9436,486780,Single-player;Steam Achievements;Stats;Steam Leaderboards
9437,486810,Single-player;Steam Achievements;Steam Trading Cards
9438,486850,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9439,486880,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
9440,486890,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
9441,486940,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards
9442,486990,Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
9443,487000,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
9444,487020,Single-player
9445,487030,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud
9446,487040,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9447,487120,Single-player;Multi-player;Online Multi-Player;MMO;Steam Trading Cards;Steam Cloud
9448,487160,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
9449,487180,Single-player;Steam Achievements;Steam Trading Cards
9450,487220,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
9451,487250,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support
9452,487270,Single-player;Local Co-op;Full controller support;Steam Trading Cards
9453,487330,Single-player;Multi-player;Online Multi-Player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Steam Turn Notifications
9454,487350,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9455,487370,Single-player;Steam Achievements;Steam Trading Cards
9456,487420,Single-player;Steam Trading Cards
9457,487430,Single-player;Steam Achievements;Steam Trading Cards
9458,487530,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
9459,487580,Single-player;Multi-player
9460,487590,Single-player
9461,487600,Single-player
9462,487630,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
9463,487700,Single-player;Steam Trading Cards
9464,487720,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards
9465,487730,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements
9466,487740,Single-player;VR Support
9467,487770,Single-player;Steam Achievements;Steam Leaderboards
9468,488020,Single-player;Steam Achievements;Steam Leaderboards
9469,488040,Single-player;Steam Workshop
9470,488070,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
9471,488080,Single-player;Steam Achievements;Steam Cloud
9472,488150,Single-player;Steam Cloud
9473,488160,Online Multi-Player;In-App Purchases
9474,488210,Single-player
9475,488220,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
9476,488280,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards
9477,488300,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Includes level editor
